             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   131.247.67.45|     6|     2016-03-04 16:56:23|     2016-03-04 16:56:28|        36|       322|    107824|
   131.247.67.45|     6|     2016-03-04 16:57:34|     2016-03-04 16:57:42|        97|      1530|    905179|
   131.247.67.45|     6|     2016-03-04 16:58:48|     2016-03-04 16:58:53|        32|      2794|   3635509|
    10.119.92.35|     6|     2016-03-04 16:06:53|     2016-03-04 16:06:53|        32|        42|      1932|
    172.17.4.126|     6|     2016-03-04 16:09:17|     2016-03-04 16:09:17|        32|        55|      2310|
     172.17.3.81|     6|     2016-03-04 16:16:00|     2016-03-04 16:16:00|        32|        75|      6396|
    172.18.2.205|     6|     2016-03-04 16:20:03|     2016-03-04 16:20:03|        32|        56|      2792|
    10.119.51.12|     6|     2016-03-04 16:21:01|     2016-03-04 16:21:01|        35|        52|      2392|
    172.18.3.201|     6|     2016-03-04 16:22:00|     2016-03-04 16:22:00|        37|        67|      2814|
    172.18.3.201|     6|     2016-03-04 16:23:45|     2016-03-04 16:23:45|        35|        54|      2268|
    10.119.74.23|     6|     2016-03-04 16:24:07|     2016-03-04 16:24:07|        39|        39|      1794|
    10.119.74.23|     6|     2016-03-04 16:24:07|     2016-03-04 16:24:07|        41|        41|      1886|
    10.119.74.23|     6|     2016-03-04 16:24:07|     2016-03-04 16:24:07|        43|        43|      1978|
    10.119.17.25|     6|     2016-03-04 16:24:16|     2016-03-04 16:24:16|        55|        82|      3772|
    10.119.17.25|     6|     2016-03-04 16:24:16|     2016-03-04 16:24:16|        33|        55|      2530|
    10.119.17.25|     6|     2016-03-04 16:24:16|     2016-03-04 16:24:16|        54|        85|      3910|
     172.19.5.60|     6|     2016-03-04 16:25:00|     2016-03-04 16:25:00|        35|        70|      3220|
   10.119.30.205|     6|     2016-03-04 16:27:09|     2016-03-04 16:27:09|        37|        37|      1702|
    172.17.4.137|     6|     2016-03-04 16:32:31|     2016-03-04 16:32:31|        37|        52|      2184|
    172.17.4.137|     6|     2016-03-04 16:32:31|     2016-03-04 16:32:31|        55|        81|      3402|
    172.17.4.137|     6|     2016-03-04 16:32:31|     2016-03-04 16:32:31|       131|       196|      8232|
    172.17.4.137|     6|     2016-03-04 16:32:31|     2016-03-04 16:32:31|       272|       421|     17682|
    172.17.4.137|     6|     2016-03-04 16:32:57|     2016-03-04 16:32:57|        38|        38|      1596|
    172.17.4.137|     6|     2016-03-04 16:32:57|     2016-03-04 16:32:57|        38|        38|      1596|
    172.17.4.137|     6|     2016-03-04 16:32:57|     2016-03-04 16:32:57|        43|        43|      1806|
    172.17.4.126|     6|     2016-03-04 16:36:47|     2016-03-04 16:36:47|        81|       117|      4914|
    172.17.4.126|     6|     2016-03-04 16:36:47|     2016-03-04 16:36:47|        52|        77|      3234|
     172.18.1.88|     6|     2016-03-04 16:43:12|     2016-03-04 16:43:12|        57|        96|      4832|
     172.18.1.88|     6|     2016-03-04 16:43:12|     2016-03-04 16:43:12|        57|       100|      4980|
   131.247.63.25|     6|     2016-03-04 16:46:39|     2016-03-04 16:46:39|        52|        52|      2392|
      172.19.8.3|     6|     2016-03-04 16:49:23|     2016-03-04 16:49:23|        42|        51|      2346|
    172.18.0.154|     6|     2016-03-04 16:50:31|     2016-03-04 16:50:31|        34|        46|      1932|
    172.18.0.154|     6|     2016-03-04 16:52:21|     2016-03-04 16:52:21|        42|        56|      2352|
    172.18.0.154|     6|     2016-03-04 16:52:21|     2016-03-04 16:52:21|        40|        57|      2394|
   10.119.22.133|     6|     2016-03-04 16:54:57|     2016-03-04 16:54:57|        46|        92|      4232|
    10.119.35.59|     6|     2016-03-04 16:56:30|     2016-03-04 16:56:30|        38|        55|      2530|
    10.119.35.59|     6|     2016-03-04 16:56:30|     2016-03-04 16:56:30|        35|        46|      2116|
   10.119.38.104|     1|     2016-03-04 16:00:19|     2016-03-04 16:00:24|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:02:19|     2016-03-04 16:02:26|        35|       113|      7458|
   10.119.38.104|     1|     2016-03-04 16:02:57|     2016-03-04 16:03:02|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 16:03:23|     2016-03-04 16:03:32|        32|       109|      7194|
   10.119.38.104|     1|     2016-03-04 16:04:04|     2016-03-04 16:04:09|        34|       103|      6798|
   10.119.69.131|     6|     2016-03-04 16:05:47|     2016-03-04 16:05:57|        32|        90|      4460|
   10.119.38.104|     1|     2016-03-04 16:06:04|     2016-03-04 16:06:11|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 16:07:04|     2016-03-04 16:07:11|        37|       114|      7524|
   10.119.38.104|     1|     2016-03-04 16:07:12|     2016-03-04 16:07:17|        40|       120|      7920|
   10.119.38.104|     1|     2016-03-04 16:07:42|     2016-03-04 16:07:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:08:34|     2016-03-04 16:08:39|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:09:04|     2016-03-04 16:09:09|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 16:09:19|     2016-03-04 16:09:24|        37|       122|      8052|
   10.119.38.104|     1|     2016-03-04 16:09:42|     2016-03-04 16:09:47|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:10:18|     2016-03-04 16:10:25|        50|       157|     10362|
   10.119.38.104|     1|     2016-03-04 16:10:41|     2016-03-04 16:10:46|        50|       168|     11088|
   10.119.38.104|     1|     2016-03-04 16:12:31|     2016-03-04 16:12:36|        42|       126|      8316|
   10.119.38.104|     1|     2016-03-04 16:12:34|     2016-03-04 16:12:39|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 16:12:54|     2016-03-04 16:13:00|        37|       121|      7986|
   10.119.38.104|     1|     2016-03-04 16:13:01|     2016-03-04 16:13:10|        41|       138|      9108|
   10.119.38.104|     1|     2016-03-04 16:13:09|     2016-03-04 16:13:15|        45|       146|      9636|
   10.119.38.104|     1|     2016-03-04 16:13:27|     2016-03-04 16:13:33|        37|       121|      7986|
   10.119.38.104|     1|     2016-03-04 16:14:10|     2016-03-04 16:14:15|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:14:19|     2016-03-04 16:14:24|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 16:16:13|     2016-03-04 16:16:18|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:16:19|     2016-03-04 16:16:26|        34|       112|      7392|
   10.119.38.104|     1|     2016-03-04 16:18:00|     2016-03-04 16:18:05|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 16:18:42|     2016-03-04 16:18:47|        38|       120|      7920|
   10.119.38.104|     1|     2016-03-04 16:19:12|     2016-03-04 16:19:17|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:20:12|     2016-03-04 16:20:18|        56|       171|     11286|
   10.119.38.104|     1|     2016-03-04 16:20:27|     2016-03-04 16:20:33|        40|       125|      8250|
   10.119.38.104|     1|     2016-03-04 16:20:42|     2016-03-04 16:20:47|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:20:50|     2016-03-04 16:20:54|        43|       132|      8712|
   10.119.38.104|     1|     2016-03-04 16:21:04|     2016-03-04 16:21:11|        34|       109|      7194|
   10.119.38.104|     1|     2016-03-04 16:21:57|     2016-03-04 16:22:02|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 16:22:19|     2016-03-04 16:22:24|        35|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:22:40|     2016-03-04 16:22:45|        50|       152|     10032|
   10.119.38.104|     1|     2016-03-04 16:23:17|     2016-03-04 16:23:22|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:23:42|     2016-03-04 16:23:47|        39|       119|      7854|
   10.119.38.104|     1|     2016-03-04 16:23:49|     2016-03-04 16:23:54|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:24:30|     2016-03-04 16:24:35|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:25:42|     2016-03-04 16:25:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:25:49|     2016-03-04 16:25:54|        46|       138|      9108|
   10.119.38.104|     1|     2016-03-04 16:26:42|     2016-03-04 16:26:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:27:34|     2016-03-04 16:27:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:27:41|     2016-03-04 16:27:46|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 16:27:57|     2016-03-04 16:28:02|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 16:29:12|     2016-03-04 16:29:17|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:29:19|     2016-03-04 16:29:24|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 16:29:42|     2016-03-04 16:29:47|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 16:30:19|     2016-03-04 16:30:24|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 16:31:19|     2016-03-04 16:31:24|        34|       104|      6864|
   10.119.38.154|     6|     2016-03-04 16:31:38|     2016-03-04 16:31:38|        34|        66|      3036|
   10.119.38.104|     1|     2016-03-04 16:31:34|     2016-03-04 16:31:39|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:32:04|     2016-03-04 16:32:09|        52|       157|     10362|
   10.119.38.104|     1|     2016-03-04 16:32:12|     2016-03-04 16:32:17|        59|       177|     11682|
   10.119.38.104|     1|     2016-03-04 16:32:19|     2016-03-04 16:32:24|        55|       168|     11088|
   10.119.38.104|     1|     2016-03-04 16:32:19|     2016-03-04 16:32:24|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:32:27|     2016-03-04 16:32:32|        60|       180|     11880|
   10.119.38.104|     1|     2016-03-04 16:32:34|     2016-03-04 16:32:39|        64|       192|     12672|
   10.119.38.104|     1|     2016-03-04 16:33:42|     2016-03-04 16:33:47|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 16:33:49|     2016-03-04 16:33:54|        38|       115|      7590|
   10.119.38.104|     1|     2016-03-04 16:34:19|     2016-03-04 16:34:26|        32|       101|      6666|
   10.119.38.104|     1|     2016-03-04 16:35:12|     2016-03-04 16:35:17|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 16:36:12|     2016-03-04 16:36:18|        36|       126|      8316|
   10.119.38.104|     1|     2016-03-04 16:37:22|     2016-03-04 16:37:27|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 16:37:29|     2016-03-04 16:37:34|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 16:37:37|     2016-03-04 16:37:42|        43|       129|      8514|
   10.119.38.104|     1|     2016-03-04 16:37:50|     2016-03-04 16:37:55|        50|       156|     10296|
   10.119.38.104|     1|     2016-03-04 16:38:04|     2016-03-04 16:38:11|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:40:19|     2016-03-04 16:40:24|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:41:42|     2016-03-04 16:41:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:42:16|     2016-03-04 16:42:25|        33|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:42:34|     2016-03-04 16:42:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:44:12|     2016-03-04 16:44:17|        46|       138|      9108|
   10.119.38.104|     1|     2016-03-04 16:44:19|     2016-03-04 16:44:26|        44|       147|      9702|
   10.119.38.104|     1|     2016-03-04 16:45:19|     2016-03-04 16:45:24|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 16:45:42|     2016-03-04 16:45:47|        43|       129|      8514|
   10.119.38.104|     1|     2016-03-04 16:45:49|     2016-03-04 16:45:54|        54|       163|     10758|
   10.119.38.104|     1|     2016-03-04 16:46:04|     2016-03-04 16:46:09|        61|       183|     12078|
   10.119.38.104|     1|     2016-03-04 16:46:19|     2016-03-04 16:46:24|        55|       165|     10890|
   10.119.38.104|     1|     2016-03-04 16:46:27|     2016-03-04 16:46:32|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 16:47:17|     2016-03-04 16:47:26|        36|       117|      7722|
   10.119.38.104|     1|     2016-03-04 16:47:25|     2016-03-04 16:47:30|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:47:34|     2016-03-04 16:47:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:47:40|     2016-03-04 16:47:45|        32|        96|      6336|
   10.119.69.126|     6|     2016-03-04 16:48:22|     2016-03-04 16:48:32|        32|        89|      4414|
   10.119.38.104|     1|     2016-03-04 16:48:12|     2016-03-04 16:48:17|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 16:48:34|     2016-03-04 16:48:39|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:48:57|     2016-03-04 16:49:02|        40|       120|      7920|
   10.119.38.104|     1|     2016-03-04 16:49:04|     2016-03-04 16:49:09|        35|       105|      6930|
  131.247.70.112|     6|     2016-03-04 16:50:19|     2016-03-04 16:50:19|        33|        33|      1716|
   10.119.38.104|     1|     2016-03-04 16:50:27|     2016-03-04 16:50:32|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 16:51:04|     2016-03-04 16:51:11|        36|       126|      8316|
   10.119.38.104|     1|     2016-03-04 16:51:12|     2016-03-04 16:51:18|        38|       129|      8514|
   10.119.38.104|     1|     2016-03-04 16:51:49|     2016-03-04 16:51:54|        32|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:51:57|     2016-03-04 16:52:02|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 16:52:19|     2016-03-04 16:52:24|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:53:04|     2016-03-04 16:53:09|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 16:53:23|     2016-03-04 16:53:28|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 16:53:23|     2016-03-04 16:53:32|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 16:54:00|     2016-03-04 16:54:05|        44|       132|      8712|
   10.119.38.104|     1|     2016-03-04 16:54:23|     2016-03-04 16:54:28|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:54:30|     2016-03-04 16:54:35|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 16:54:38|     2016-03-04 16:54:43|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:54:42|     2016-03-04 16:54:48|        33|       101|      6666|
   10.119.38.104|     1|     2016-03-04 16:55:49|     2016-03-04 16:55:54|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 16:56:19|     2016-03-04 16:56:26|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 16:56:42|     2016-03-04 16:56:47|        75|       225|     14850|
   10.119.38.104|     1|     2016-03-04 16:56:49|     2016-03-04 16:56:56|        77|       236|     15576|
