             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   131.247.67.45|     6|     2016-03-04 17:09:33|     2016-03-04 17:10:32|        55|      4092|    565350|
   131.247.67.45|     6|     2016-03-04 17:10:31|     2016-03-04 17:10:39|        34|      1036|    923436|
   131.247.67.45|     6|     2016-03-04 17:10:40|     2016-03-04 17:10:48|        69|      2573|    214316|
   131.247.67.45|     6|     2016-03-04 17:11:04|     2016-03-04 17:11:11|        36|       468|    232740|
   131.247.67.45|     6|     2016-03-04 17:11:12|     2016-03-04 17:11:20|        34|       594|    264087|
   131.247.67.45|     6|     2016-03-04 17:11:27|     2016-03-04 17:11:35|        61|      2850|    203583|
   131.247.67.45|     6|     2016-03-04 17:11:36|     2016-03-04 17:11:43|        44|       408|     94780|
   131.247.67.45|     6|     2016-03-04 17:12:21|     2016-03-04 17:12:40|        37|      1244|    221893|
   131.247.67.45|     6|     2016-03-04 17:13:44|     2016-03-04 17:13:52|        69|      1488|   1015095|
   131.247.67.45|     6|     2016-03-04 17:15:02|     2016-03-04 17:15:12|        34|       841|    814661|
   131.247.67.45|     6|     2016-03-04 17:15:43|     2016-03-04 17:15:52|       136|      3283|   2441097|
   131.247.67.45|     6|     2016-03-04 17:16:09|     2016-03-04 17:16:14|        63|       557|    117509|
   131.247.67.45|     6|     2016-03-04 17:16:24|     2016-03-04 17:16:32|        32|       519|    205722|
   131.247.67.45|     6|     2016-03-04 17:18:40|     2016-03-04 17:18:49|        32|       430|    101959|
   131.247.67.45|     6|     2016-03-04 17:19:29|     2016-03-04 17:19:36|        45|       329|     49974|
   131.247.67.45|     6|     2016-03-04 17:19:29|     2016-03-04 17:19:36|        41|       261|     34314|
   131.247.67.45|     6|     2016-03-04 17:19:45|     2016-03-04 17:19:53|        56|       463|    100516|
   131.247.67.45|     6|     2016-03-04 17:21:53|     2016-03-04 17:22:01|        37|      1294|   1356540|
   131.247.67.45|     6|     2016-03-04 17:22:09|     2016-03-04 17:22:16|        41|       302|     44193|
   131.247.67.45|     6|     2016-03-04 17:23:05|     2016-03-04 17:23:13|        38|       437|    149801|
   131.247.67.45|     6|     2016-03-04 17:23:28|     2016-03-04 17:23:37|        64|       783|    104123|
   131.247.67.45|     6|     2016-03-04 17:23:37|     2016-03-04 17:23:45|        43|       502|     51933|
   131.247.67.45|     6|     2016-03-04 17:23:45|     2016-03-04 17:23:53|        63|       655|     84373|
   131.247.67.45|     6|     2016-03-04 17:24:17|     2016-03-04 17:24:25|        35|       309|     96119|
   131.247.67.45|     6|     2016-03-04 17:24:25|     2016-03-04 17:24:33|        37|       336|     43129|
   131.247.67.45|     6|     2016-03-04 17:24:33|     2016-03-04 17:24:41|        71|       757|    135309|
   131.247.67.45|     6|     2016-03-04 17:24:41|     2016-03-04 17:24:49|        66|       589|    122758|
   131.247.67.45|     6|     2016-03-04 17:25:05|     2016-03-04 17:25:13|        42|       768|    210012|
   131.247.67.45|     6|     2016-03-04 17:25:05|     2016-03-04 17:25:13|        32|       261|     73981|
   131.247.67.45|     6|     2016-03-04 17:25:13|     2016-03-04 17:25:21|        40|       310|     45929|
   131.247.67.45|     6|     2016-03-04 17:25:21|     2016-03-04 17:25:29|       102|       759|     91407|
   131.247.67.45|     6|     2016-03-04 17:25:37|     2016-03-04 17:25:45|        33|       372|    141916|
   131.247.67.45|     6|     2016-03-04 17:25:53|     2016-03-04 17:26:01|        67|      2729|   3267642|
   131.247.67.45|     6|     2016-03-04 17:26:02|     2016-03-04 17:26:09|        42|       527|    111121|
   131.247.67.45|     6|     2016-03-04 17:26:10|     2016-03-04 17:26:18|        49|       409|    109515|
   131.247.67.45|     6|     2016-03-04 17:26:11|     2016-03-04 17:26:17|        35|       281|     53110|
   131.247.67.45|     6|     2016-03-04 17:26:33|     2016-03-04 17:26:41|        71|       538|     65602|
   131.247.67.45|     6|     2016-03-04 17:26:32|     2016-03-04 17:26:49|        53|      3496|    305223|
   131.247.67.45|     6|     2016-03-04 17:27:53|     2016-03-04 17:27:59|        32|       308|     58781|
   131.247.67.45|     6|     2016-03-04 17:30:18|     2016-03-04 17:30:25|        39|       311|     52252|
   131.247.67.45|     6|     2016-03-04 17:30:40|     2016-03-04 17:30:49|        48|       616|     94573|
   131.247.67.45|     6|     2016-03-04 17:30:58|     2016-03-04 17:31:06|        39|       338|     67512|
   131.247.67.45|     6|     2016-03-04 17:31:06|     2016-03-04 17:31:14|        34|       250|     30884|
   131.247.67.45|     6|     2016-03-04 17:31:15|     2016-03-04 17:31:22|        32|       370|    183564|
   131.247.67.45|     6|     2016-03-04 17:31:15|     2016-03-04 17:31:22|        37|       398|    135477|
   131.247.67.45|     6|     2016-03-04 17:31:22|     2016-03-04 17:31:30|        52|       468|     90499|
   131.247.67.45|     6|     2016-03-04 17:31:30|     2016-03-04 17:31:38|        47|       376|     39578|
   131.247.67.45|     6|     2016-03-04 17:31:38|     2016-03-04 17:31:45|        45|       412|     54642|
   131.247.67.45|     6|     2016-03-04 17:31:38|     2016-03-04 17:31:46|        38|       256|     27555|
   131.247.67.45|     6|     2016-03-04 17:31:48|     2016-03-04 17:31:54|        34|       227|     29064|
   131.247.67.45|     6|     2016-03-04 17:31:16|     2016-03-04 17:32:02|        39|       934|    176094|
   131.247.67.45|     6|     2016-03-04 17:33:23|     2016-03-04 17:33:31|        36|       397|     60669|
   131.247.67.45|     6|     2016-03-04 17:33:38|     2016-03-04 17:34:19|        33|       704|    519077|
   131.247.67.45|     6|     2016-03-04 17:34:27|     2016-03-04 17:34:35|        38|       458|     56291|
   131.247.67.45|     6|     2016-03-04 17:34:36|     2016-03-04 17:34:42|        35|       378|     41227|
   131.247.67.45|     6|     2016-03-04 17:34:35|     2016-03-04 17:34:43|        36|       267|     42366|
   131.247.67.45|     6|     2016-03-04 17:34:43|     2016-03-04 17:34:50|        44|       446|     78577|
   131.247.67.45|     6|     2016-03-04 17:34:39|     2016-03-04 17:34:59|       100|      1160|    170712|
   131.247.67.45|     6|     2016-03-04 17:34:57|     2016-03-04 17:35:07|        34|       744|    558812|
   131.247.67.45|     6|     2016-03-04 17:35:15|     2016-03-04 17:35:23|        48|       477|    108541|
   131.247.67.45|     6|     2016-03-04 17:35:22|     2016-03-04 17:35:30|        64|      2220|    153324|
   131.247.67.45|     6|     2016-03-04 17:35:39|     2016-03-04 17:35:46|        70|       630|     86720|
   131.247.67.45|     6|     2016-03-04 17:35:55|     2016-03-04 17:36:02|        35|       393|     68031|
   131.247.67.45|     6|     2016-03-04 17:36:35|     2016-03-04 17:36:43|        71|       577|     80034|
   131.247.67.45|     6|     2016-03-04 17:36:30|     2016-03-04 17:37:14|        43|       595|     47302|
   131.247.67.45|     6|     2016-03-04 17:41:40|     2016-03-04 17:41:47|        36|       250|     36252|
   131.247.67.45|     6|     2016-03-04 17:41:41|     2016-03-04 17:41:47|        32|       289|     84335|
   131.247.67.45|     6|     2016-03-04 17:43:32|     2016-03-04 17:43:40|        95|      2217|   1564990|
   131.247.67.45|     6|     2016-03-04 17:45:24|     2016-03-04 17:45:32|        32|       763|     69542|
   131.247.67.45|     6|     2016-03-04 17:45:48|     2016-03-04 17:45:56|        32|       405|    135906|
   131.247.67.45|     6|     2016-03-04 17:47:32|     2016-03-04 17:47:40|        60|       613|     82452|
   131.247.67.45|     6|     2016-03-04 17:55:25|     2016-03-04 17:55:31|        40|      1594|   1830105|
   131.247.67.45|     6|     2016-03-04 17:56:39|     2016-03-04 17:56:45|        41|       378|    189021|
   131.247.67.45|     6|     2016-03-04 17:58:06|     2016-03-04 17:58:13|        37|       266|     31300|
    172.17.4.226|     6|     2016-03-04 17:01:54|     2016-03-04 17:01:54|        35|        56|      2361|
     172.18.0.85|     6|     2016-03-04 17:04:37|     2016-03-04 17:04:37|        54|       108|      5536|
     172.17.3.29|     6|     2016-03-04 17:13:58|     2016-03-04 17:13:58|        50|        50|      2100|
     172.17.3.29|     6|     2016-03-04 17:13:58|     2016-03-04 17:13:58|        47|        47|      1974|
    172.19.12.69|     6|     2016-03-04 17:22:59|     2016-03-04 17:22:59|        47|        47|      2162|
    10.119.53.43|     6|     2016-03-04 17:23:05|     2016-03-04 17:23:05|        48|        48|      2208|
    10.119.53.43|     6|     2016-03-04 17:23:05|     2016-03-04 17:23:05|        40|        40|      1840|
    10.119.53.43|     6|     2016-03-04 17:23:05|     2016-03-04 17:23:05|        67|        67|      3082|
    172.17.2.122|     6|     2016-03-04 17:37:43|     2016-03-04 17:37:44|        35|        48|      2016|
   10.119.45.212|     6|     2016-03-04 17:43:35|     2016-03-04 17:43:36|        40|        70|      3220|
    10.119.26.64|     6|     2016-03-04 17:48:50|     2016-03-04 17:48:51|        38|        63|      2898|
    10.119.26.64|     6|     2016-03-04 17:48:50|     2016-03-04 17:48:50|        41|        58|      2668|
    172.19.1.149|     6|     2016-03-04 17:51:52|     2016-03-04 17:51:52|        41|        46|      2116|
     172.18.4.59|     6|     2016-03-04 17:56:08|     2016-03-04 17:56:08|        35|        63|      2646|
    10.119.53.43|     6|     2016-03-04 17:58:05|     2016-03-04 17:58:05|        52|        52|      2392|
   10.119.38.104|     1|     2016-03-04 17:02:04|     2016-03-04 17:02:09|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:02:49|     2016-03-04 17:02:54|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:03:42|     2016-03-04 17:03:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:05:34|     2016-03-04 17:05:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:07:49|     2016-03-04 17:07:54|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 17:08:42|     2016-03-04 17:08:48|        34|       110|      7260|
   10.119.38.104|     1|     2016-03-04 17:09:12|     2016-03-04 17:09:17|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:09:19|     2016-03-04 17:09:26|        36|       121|      7986|
   10.119.38.104|     1|     2016-03-04 17:11:49|     2016-03-04 17:11:54|        34|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:12:27|     2016-03-04 17:12:33|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 17:13:04|     2016-03-04 17:13:09|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:13:12|     2016-03-04 17:13:17|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 17:13:19|     2016-03-04 17:13:24|        35|       110|      7260|
   10.119.38.104|     1|     2016-03-04 17:13:27|     2016-03-04 17:13:32|        44|       132|      8712|
   10.119.38.104|     1|     2016-03-04 17:13:34|     2016-03-04 17:13:39|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:15:12|     2016-03-04 17:15:18|        32|       124|      8184|
   10.119.38.104|     1|     2016-03-04 17:15:34|     2016-03-04 17:15:39|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 17:16:19|     2016-03-04 17:16:24|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 17:17:19|     2016-03-04 17:17:26|        32|       103|      6798|
   10.119.38.104|     1|     2016-03-04 17:18:04|     2016-03-04 17:18:09|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:18:19|     2016-03-04 17:18:26|        33|       113|      7458|
   10.119.38.104|     1|     2016-03-04 17:18:34|     2016-03-04 17:18:39|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:18:42|     2016-03-04 17:18:47|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 17:18:49|     2016-03-04 17:18:54|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:20:12|     2016-03-04 17:20:17|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 17:20:19|     2016-03-04 17:20:26|        35|       124|      8184|
   10.119.38.104|     1|     2016-03-04 17:20:34|     2016-03-04 17:20:39|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 17:21:12|     2016-03-04 17:21:17|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 17:22:34|     2016-03-04 17:22:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:23:04|     2016-03-04 17:23:09|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:23:19|     2016-03-04 17:23:26|        35|       114|      7524|
   10.119.38.104|     1|     2016-03-04 17:23:57|     2016-03-04 17:24:02|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:24:34|     2016-03-04 17:24:39|        32|       106|      6996|
   10.119.38.104|     1|     2016-03-04 17:25:12|     2016-03-04 17:25:18|        35|       118|      7788|
   10.119.38.104|     1|     2016-03-04 17:25:27|     2016-03-04 17:25:33|        34|       117|      7722|
  131.247.70.113|     6|     2016-03-04 17:26:20|     2016-03-04 17:26:20|        32|        32|      1472|
   10.119.38.104|     1|     2016-03-04 17:26:27|     2016-03-04 17:26:32|        36|       118|      7788|
   10.119.38.104|     1|     2016-03-04 17:27:12|     2016-03-04 17:27:17|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 17:28:19|     2016-03-04 17:28:24|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:28:34|     2016-03-04 17:28:41|        33|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:28:42|     2016-03-04 17:28:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:28:55|     2016-03-04 17:29:00|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:29:17|     2016-03-04 17:29:21|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 17:29:34|     2016-03-04 17:29:39|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 17:29:39|     2016-03-04 17:29:45|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 17:30:27|     2016-03-04 17:30:33|        33|       116|      7656|
   10.119.38.104|     1|     2016-03-04 17:30:49|     2016-03-04 17:30:54|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:31:04|     2016-03-04 17:31:11|        35|       109|      7194|
   10.119.38.104|     1|     2016-03-04 17:31:11|     2016-03-04 17:31:16|        36|       110|      7260|
   10.119.38.104|     1|     2016-03-04 17:32:42|     2016-03-04 17:32:47|        32|        96|      6336|
   10.119.38.154|     6|     2016-03-04 17:33:08|     2016-03-04 17:33:08|        40|        79|      3634|
   10.119.38.104|     1|     2016-03-04 17:33:42|     2016-03-04 17:33:47|        35|       114|      7524|
   10.119.38.104|     1|     2016-03-04 17:34:27|     2016-03-04 17:34:32|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:35:19|     2016-03-04 17:35:26|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:35:57|     2016-03-04 17:36:02|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:37:04|     2016-03-04 17:37:11|        35|       109|      7194|
   10.119.38.104|     1|     2016-03-04 17:37:12|     2016-03-04 17:37:17|        33|       101|      6666|
   10.119.38.104|     1|     2016-03-04 17:37:21|     2016-03-04 17:37:27|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 17:37:36|     2016-03-04 17:37:41|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:37:42|     2016-03-04 17:37:47|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 17:38:00|     2016-03-04 17:38:05|        49|       147|      9702|
   10.119.38.104|     1|     2016-03-04 17:38:34|     2016-03-04 17:38:39|        33|        99|      6534|
    10.119.69.51|     6|     2016-03-04 17:39:19|     2016-03-04 17:39:29|        34|        91|      4526|
  131.247.70.113|     6|     2016-03-04 17:39:50|     2016-03-04 17:39:50|        34|        34|      1564|
   10.119.38.104|     1|     2016-03-04 17:41:42|     2016-03-04 17:41:46|        43|       129|      8514|
   10.119.38.104|     1|     2016-03-04 17:41:49|     2016-03-04 17:41:54|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 17:42:04|     2016-03-04 17:42:09|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:42:39|     2016-03-04 17:42:45|        41|       131|      8646|
   10.119.38.104|     1|     2016-03-04 17:43:01|     2016-03-04 17:43:06|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 17:43:04|     2016-03-04 17:43:11|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 17:43:22|     2016-03-04 17:43:28|        45|       138|      9108|
   10.119.38.104|     1|     2016-03-04 17:43:29|     2016-03-04 17:43:34|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 17:43:57|     2016-03-04 17:44:02|        35|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:44:27|     2016-03-04 17:44:32|        56|       169|     11154|
   10.119.38.104|     1|     2016-03-04 17:44:34|     2016-03-04 17:44:39|        47|       141|      9306|
   10.119.38.104|     1|     2016-03-04 17:44:42|     2016-03-04 17:44:47|        51|       153|     10098|
   10.119.38.104|     1|     2016-03-04 17:44:49|     2016-03-04 17:44:54|        45|       135|      8910|
   10.119.38.104|     1|     2016-03-04 17:45:04|     2016-03-04 17:45:09|        54|       165|     10890|
   10.119.38.104|     1|     2016-03-04 17:45:12|     2016-03-04 17:45:17|        61|       183|     12078|
   10.119.38.104|     1|     2016-03-04 17:45:27|     2016-03-04 17:45:32|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:45:34|     2016-03-04 17:45:39|        60|       182|     12012|
   10.119.38.104|     1|     2016-03-04 17:45:42|     2016-03-04 17:45:47|        45|       135|      8910|
   10.119.38.104|     1|     2016-03-04 17:46:04|     2016-03-04 17:46:09|        54|       163|     10758|
   10.119.38.104|     1|     2016-03-04 17:46:12|     2016-03-04 17:46:17|        58|       177|     11682|
   10.119.38.104|     1|     2016-03-04 17:46:49|     2016-03-04 17:46:54|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 17:47:03|     2016-03-04 17:47:08|        42|       126|      8316|
   10.119.38.104|     1|     2016-03-04 17:47:11|     2016-03-04 17:47:17|        34|       121|      7986|
   10.119.38.104|     1|     2016-03-04 17:47:18|     2016-03-04 17:47:24|        61|       183|     12078|
   10.119.38.104|     1|     2016-03-04 17:48:19|     2016-03-04 17:48:24|        36|       113|      7458|
   10.119.69.130|     6|     2016-03-04 17:49:38|     2016-03-04 17:49:48|        32|        92|      4582|
   10.119.38.104|     1|     2016-03-04 17:49:42|     2016-03-04 17:49:47|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 17:50:19|     2016-03-04 17:50:24|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 17:53:42|     2016-03-04 17:53:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:55:19|     2016-03-04 17:55:24|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 17:55:34|     2016-03-04 17:55:39|        37|       113|      7458|
   10.119.38.104|     1|     2016-03-04 17:55:42|     2016-03-04 17:55:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:56:04|     2016-03-04 17:56:09|        35|       113|      7458|
   10.119.38.104|     1|     2016-03-04 17:58:19|     2016-03-04 17:58:24|        38|       117|      7722|
   10.119.38.104|     1|     2016-03-04 17:58:27|     2016-03-04 17:58:32|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 17:59:19|     2016-03-04 17:59:26|        32|       104|      6864|
   131.247.67.45|     6|     2016-03-04 18:00:53|     2016-03-04 18:01:02|        41|      5351|   7091938|
   131.247.67.45|     6|     2016-03-04 18:00:52|     2016-03-04 18:01:01|        50|      6724|   8811810|
   131.247.67.45|     6|     2016-03-04 18:00:53|     2016-03-04 18:01:10|        32|      1781|   1831212|
   131.247.67.45|     6|     2016-03-04 18:00:35|     2016-03-04 18:01:18|        45|      4837|    364410|
   131.247.67.45|     6|     2016-03-04 18:01:18|     2016-03-04 18:01:26|        35|       575|    219247|
   131.247.67.45|     6|     2016-03-04 18:00:34|     2016-03-04 18:01:33|        50|      2318|   2624321|
   131.247.67.45|     6|     2016-03-04 18:01:38|     2016-03-04 18:01:50|        44|      2971|   3587365|
   131.247.67.45|     6|     2016-03-04 18:01:49|     2016-03-04 18:01:57|        35|       359|     50044|
   131.247.67.45|     6|     2016-03-04 18:01:57|     2016-03-04 18:02:06|        50|      1232|   1071099|
   131.247.67.45|     6|     2016-03-04 18:02:02|     2016-03-04 18:02:14|        40|      1632|   1662516|
   131.247.67.45|     6|     2016-03-04 18:02:06|     2016-03-04 18:02:22|        50|      1766|   1769950|
   131.247.67.45|     6|     2016-03-04 18:02:21|     2016-03-04 18:02:30|        35|       864|    794026|
   131.247.67.45|     6|     2016-03-04 18:02:45|     2016-03-04 18:02:53|        51|      2706|   3062551|
   131.247.67.45|     6|     2016-03-04 18:03:15|     2016-03-04 18:03:26|        65|      3765|   4244664|
   131.247.67.45|     6|     2016-03-04 18:03:28|     2016-03-04 18:03:42|        34|       681|    147341|
   131.247.67.45|     6|     2016-03-04 18:03:42|     2016-03-04 18:03:49|        33|      2171|   2554878|
   131.247.67.45|     6|     2016-03-04 18:03:49|     2016-03-04 18:03:57|        51|      1686|   1647568|
   131.247.67.45|     6|     2016-03-04 18:03:57|     2016-03-04 18:04:06|        42|      2543|   3008096|
   131.247.67.45|     6|     2016-03-04 18:04:05|     2016-03-04 18:04:14|        51|       910|    377364|
   131.247.67.45|     6|     2016-03-04 18:04:15|     2016-03-04 18:04:30|        60|      3685|   4328554|
   131.247.67.45|     6|     2016-03-04 18:04:48|     2016-03-04 18:04:53|        32|       613|    582809|
   131.247.67.45|     6|     2016-03-04 18:06:30|     2016-03-04 18:06:39|        64|       755|    346888|
   131.247.67.45|     6|     2016-03-04 18:07:02|     2016-03-04 18:07:10|        32|       293|     41861|
   10.119.38.104|     1|     2016-03-04 18:07:25|     2016-03-04 18:07:30|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 18:07:48|     2016-03-04 18:07:53|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:08:10|     2016-03-04 18:08:15|        33|        99|      6534|
   131.247.67.45|     6|     2016-03-04 18:09:03|     2016-03-04 18:09:10|        37|       871|    906402|
   131.247.67.45|     6|     2016-03-04 18:09:27|     2016-03-04 18:09:34|        34|       569|    306422|
   131.247.67.45|     6|     2016-03-04 18:10:39|     2016-03-04 18:10:44|        58|       951|    702418|
   131.247.67.45|     6|     2016-03-04 18:10:47|     2016-03-04 18:10:55|        33|       966|    835188|
   131.247.67.45|     6|     2016-03-04 18:13:19|     2016-03-04 18:13:26|        48|       734|    339466|
   131.247.67.45|     6|     2016-03-04 18:13:59|     2016-03-04 18:14:07|        51|       441|     46854|
   131.247.67.45|     6|     2016-03-04 18:14:07|     2016-03-04 18:14:14|        47|       854|    609325|
   131.247.67.45|     6|     2016-03-04 18:16:31|     2016-03-04 18:16:39|        60|       980|    289381|
   131.247.67.45|     6|     2016-03-04 18:16:56|     2016-03-04 18:17:02|        32|       652|    554200|
   131.247.67.45|     6|     2016-03-04 18:19:52|     2016-03-04 18:20:00|        38|       522|    392046|
   131.247.67.45|     6|     2016-03-04 18:19:52|     2016-03-04 18:20:00|        38|       295|     78799|
   131.247.67.45|     6|     2016-03-04 18:19:53|     2016-03-04 18:19:58|        34|       268|     32609|
   131.247.67.45|     6|     2016-03-04 18:21:59|     2016-03-04 18:22:08|        33|      1251|   1039042|
   131.247.67.45|     6|     2016-03-04 18:23:20|     2016-03-04 18:23:28|        50|       827|    252360|
   131.247.67.45|     6|     2016-03-04 18:24:49|     2016-03-04 18:24:56|        33|       490|     43539|
   131.247.67.45|     6|     2016-03-04 18:24:49|     2016-03-04 18:24:57|        36|       568|     54983|
   131.247.67.45|     6|     2016-03-04 18:25:30|     2016-03-04 18:25:35|        32|       296|     40404|
   131.247.67.45|     6|     2016-03-04 18:25:30|     2016-03-04 18:25:36|        36|       547|    299939|
   131.247.67.45|     6|     2016-03-04 18:30:49|     2016-03-04 18:30:57|        36|       332|     54524|
   131.247.67.45|     6|     2016-03-04 18:31:05|     2016-03-04 18:31:13|        55|      1241|   1222165|
   131.247.67.45|     6|     2016-03-04 18:31:13|     2016-03-04 18:31:21|        39|       381|    124975|
   131.247.67.45|     6|     2016-03-04 18:31:28|     2016-03-04 18:31:37|        72|     68129|  98765679|
   131.247.67.45|     6|     2016-03-04 18:32:18|     2016-03-04 18:32:25|        56|      1015|    381876|
   131.247.67.45|     6|     2016-03-04 18:32:26|     2016-03-04 18:32:34|        42|       628|    269266|
   131.247.67.45|     6|     2016-03-04 18:32:50|     2016-03-04 18:32:57|        46|       842|    162006|
   131.247.67.45|     6|     2016-03-04 18:33:09|     2016-03-04 18:33:22|        51|      1271|    121201|
   131.247.67.45|     6|     2016-03-04 18:33:22|     2016-03-04 18:33:29|        57|      3749|   4836849|
   131.247.67.45|     6|     2016-03-04 18:33:54|     2016-03-04 18:34:02|        33|       398|     87428|
   131.247.67.45|     6|     2016-03-04 18:35:09|     2016-03-04 18:35:21|        36|       868|     81430|
   131.247.67.45|     6|     2016-03-04 18:35:38|     2016-03-04 18:35:46|        37|       511|     48470|
   131.247.67.45|     6|     2016-03-04 18:36:06|     2016-03-04 18:36:17|        34|      1410|    134053|
   131.247.67.45|     6|     2016-03-04 18:37:07|     2016-03-04 18:37:13|        32|       318|     37571|
   131.247.67.45|     6|     2016-03-04 18:37:30|     2016-03-04 18:37:38|        32|       777|    340170|
   131.247.67.45|     6|     2016-03-04 18:37:38|     2016-03-04 18:37:46|        47|      1626|   1618268|
   131.247.67.45|     6|     2016-03-04 18:38:08|     2016-03-04 18:38:18|        68|      7719|  10495010|
   131.247.67.45|     6|     2016-03-04 18:38:18|     2016-03-04 18:38:25|        38|      1324|   1452853|
   131.247.67.45|     6|     2016-03-04 18:38:14|     2016-03-04 18:38:26|        48|      3678|   4877157|
   131.247.67.45|     6|     2016-03-04 18:38:26|     2016-03-04 18:38:34|        41|       535|    289878|
   131.247.67.45|     6|     2016-03-04 18:38:34|     2016-03-04 18:38:42|        68|       549|     53465|
   131.247.67.45|     6|     2016-03-04 18:38:42|     2016-03-04 18:38:50|        78|       976|    506632|
   131.247.67.45|     6|     2016-03-04 18:38:38|     2016-03-04 18:38:58|        65|      1465|    111657|
   131.247.67.45|     6|     2016-03-04 18:38:58|     2016-03-04 18:39:05|        54|      1265|    993358|
   131.247.67.45|     6|     2016-03-04 18:39:09|     2016-03-04 18:39:22|        75|      1998|   2068942|
   131.247.67.45|     6|     2016-03-04 18:40:26|     2016-03-04 18:40:35|        41|       563|    364885|
   131.247.67.45|     6|     2016-03-04 18:40:34|     2016-03-04 18:40:42|        62|       826|    340128|
   131.247.67.45|     6|     2016-03-04 18:40:42|     2016-03-04 18:40:50|        35|       267|     29081|
   131.247.67.45|     6|     2016-03-04 18:41:14|     2016-03-04 18:41:23|        42|      1361|   1321527|
   131.247.67.45|     6|     2016-03-04 18:41:21|     2016-03-04 18:41:30|        32|      1069|   1111560|
   131.247.67.45|     6|     2016-03-04 18:41:35|     2016-03-04 18:41:46|        58|      4359|   5264319|
   131.247.67.45|     6|     2016-03-04 18:42:18|     2016-03-04 18:42:27|        34|      2742|   2918633|
   131.247.67.45|     6|     2016-03-04 18:42:42|     2016-03-04 18:42:49|        43|      2719|   3263949|
   131.247.67.45|     6|     2016-03-04 18:44:42|     2016-03-04 18:44:50|        34|       409|     52974|
   131.247.67.45|     6|     2016-03-04 18:45:47|     2016-03-04 18:45:55|        40|       855|    710471|
   131.247.67.45|     6|     2016-03-04 18:46:35|     2016-03-04 18:46:41|        35|       474|    182500|
   131.247.67.45|     6|     2016-03-04 18:46:17|     2016-03-04 18:46:51|        32|      1813|   1604767|
   131.247.67.45|     6|     2016-03-04 18:49:00|     2016-03-04 18:49:07|        37|       523|    127238|
   131.247.67.45|     6|     2016-03-04 18:49:43|     2016-03-04 18:49:56|        51|       863|    216794|
